step,node,q0,q1,q2,q3,q4,q5,queue_total,phase,reward,cum_reward
6700,Node2,2,1,2,0,0,0,5,0,-5.0,-135.0
6700,Node3,1,0,0,0,0,0,1,0,-1.0,-60.0
6700,Node4,1,1,2,1,0,0,5,0,-5.0,-123.0
6700,Node5,2,2,2,0,0,0,6,0,-6.0,-209.0
6700,Node6,2,0,1,0,0,0,3,0,-3.0,-108.0
6700,Node8,0,0,0,0,0,0,0,0,-0.0,-79.0
6700,Node9,2,2,2,0,0,0,6,0,-6.0,-124.0
6700,Node10,0,0,1,0,0,1,2,0,-2.0,-79.0
6800,Node1,0,0,0,0,0,0,0,2,-0.0,-66.0
6800,Node2,2,2,2,0,0,0,6,2,-6.0,-141.0
6800,Node3,0,0,0,0,0,0,0,2,-0.0,-60.0
6800,Node4,1,0,2,0,0,0,3,2,-3.0,-126.0
6800,Node5,1,1,2,0,0,1,5,2,-5.0,-214.0
6800,Node6,0,0,2,0,0,0,2,2,-2.0,-110.0
6800,Node8,0,0,0,0,0,0,0,2,-0.0,-79.0
6800,Node9,2,1,2,0,0,0,5,2,-5.0,-129.0
6800,Node10,1,0,0,0,0,0,1,2,-1.0,-80.0
6900,Node1,0,0,0,0,0,0,0,2,-0.0,-66.0
6900,Node2,1,0,2,1,0,0,4,2,-4.0,-145.0
6900,Node3,1,0,0,0,0,0,1,2,-1.0,-61.0
6900,Node4,0,0,0,0,0,1,1,2,-1.0,-127.0
6900,Node5,1,0,2,2,1,2,8,2,-8.0,-222.0
6900,Node6,0,0,1,0,0,1,2,2,-2.0,-112.0
6900,Node8,0,0,0,0,0,1,1,2,-1.0,-80.0
6900,Node9,0,0,0,1,0,0,1,2,-1.0,-130.0
6900,Node10,0,0,1,0,0,0,1,2,-1.0,-81.0
7000,Node1,0,0,0,0,0,0,0,2,-0.0,-66.0
7000,Node2,0,0,2,0,0,0,2,2,-2.0,-147.0
7000,Node3,1,0,0,1,0,0,2,2,-2.0,-63.0
7000,Node4,0,0,1,0,0,1,2,2,-2.0,-129.0
7000,Node5,0,0,1,2,2,2,7,2,-7.0,-229.0
7000,Node6,0,0,0,1,0,0,1,2,-1.0,-113.0
7000,Node8,1,0,0,0,0,2,3,2,-3.0,-83.0
7000,Node9,0,0,1,0,0,1,2,2,-2.0,-132.0
7000,Node10,0,0,0,2,0,0,2,2,-2.0,-83.0
7100,Node1,1,0,0,1,0,0,2,2,-2.0,-68.0
7100,Node2,0,0,2,2,1,0,5,2,-5.0,-152.0
7100,Node3,0,0,0,1,0,0,1,2,-1.0,-64.0
7100,Node4,0,0,0,0,1,1,2,2,-2.0,-131.0
7100,Node5,0,0,0,2,2,2,6,2,-6.0,-235.0
7100,Node6,0,0,0,2,0,0,2,2,-2.0,-115.0
7100,Node8,0,0,0,0,0,2,2,2,-2.0,-85.0
7100,Node9,0,0,0,1,0,0,1,2,-1.0,-133.0
7100,Node10,0,0,0,2,0,0,2,2,-2.0,-85.0
7200,Node1,0,0,0,1,1,1,3,0,-3.0,-71.0
7200,Node2,0,0,0,2,1,0,3,0,-3.0,-155.0
7200,Node3,0,0,0,2,1,0,3,0,-3.0,-67.0
7200,Node4,0,0,0,0,0,1,1,0,-1.0,-132.0
7200,Node5,0,0,0,2,2,2,6,0,-6.0,-241.0
7200,Node6,0,0,0,2,1,0,3,0,-3.0,-118.0
7200,Node8,0,0,1,0,1,2,4,0,-4.0,-89.0
7200,Node9,0,0,0,2,0,1,3,0,-3.0,-136.0
7200,Node10,0,0,0,2,0,0,2,0,-2.0,-87.0
7300,Node1,0,0,0,0,0,0,0,0,-0.0,-71.0
7300,Node2,0,0,0,0,0,0,0,0,-0.0,-155.0
7300,Node3,1,0,0,0,0,0,1,0,-1.0,-68.0
7300,Node4,0,0,0,0,1,1,2,0,-2.0,-134.0
7300,Node5,1,0,0,1,0,2,4,0,-4.0,-245.0
7300,Node6,0,0,0,1,0,1,2,0,-2.0,-120.0
7300,Node8,0,0,0,0,0,2,2,0,-2.0,-91.0
7300,Node9,1,0,0,0,0,0,1,0,-1.0,-137.0
7300,Node10,0,0,0,1,0,0,1,0,-1.0,-88.0
7400,Node1,0,0,0,1,0,0,1,0,-1.0,-72.0
7400,Node2,0,0,0,0,0,0,0,0,-0.0,-155.0
7400,Node3,1,0,0,0,0,0,1,0,-1.0,-69.0
7400,Node4,0,0,0,0,0,0,0,0,-0.0,-134.0
7400,Node5,2,0,1,1,1,1,6,0,-6.0,-251.0
7400,Node6,0,0,0,1,0,2,3,0,-3.0,-123.0
7400,Node8,0,0,0,0,0,1,1,0,-1.0,-92.0
7400,Node9,1,0,0,0,0,0,1,0,-1.0,-138.0
7400,Node10,0,0,0,1,0,0,1,0,-1.0,-89.0
7500,Node1,0,0,0,0,0,0,0,0,-0.0,-72.0
7500,Node2,1,0,0,0,0,1,2,0,-2.0,-157.0
7500,Node3,2,1,1,0,0,0,4,0,-4.0,-73.0
7500,Node4,0,0,1,0,0,0,1,0,-1.0,-135.0
7500,Node5,2,0,1,0,0,2,5,0,-5.0,-256.0
7500,Node6,2,0,1,0,0,0,3,0,-3.0,-126.0
7500,Node8,0,0,1,0,0,2,3,0,-3.0,-95.0
7500,Node9,1,0,1,1,0,0,3,0,-3.0,-141.0
7500,Node10,0,0,0,1,0,0,1,0,-1.0,-90.0
7600,Node1,0,0,0,0,0,0,0,0,-0.0,-72.0
7600,Node2,1,0,0,0,0,0,1,0,-1.0,-158.0
7600,Node3,2,0,0,0,0,0,2,0,-2.0,-75.0
7600,Node4,0,1,0,0,0,0,1,0,-1.0,-136.0
7600,Node5,2,1,2,1,0,2,8,0,-8.0,-264.0
7600,Node6,2,0,0,0,0,0,2,0,-2.0,-128.0
7600,Node8,0,0,2,0,0,1,3,0,-3.0,-98.0
7600,Node9,2,0,1,0,0,0,3,0,-3.0,-144.0
7600,Node10,0,0,0,0,0,1,1,0,-1.0,-91.0
7700,Node1,0,1,0,0,1,1,3,2,-3.0,-75.0
7700,Node2,2,0,0,0,0,0,2,2,-2.0,-160.0
7700,Node3,2,0,0,0,0,0,2,2,-2.0,-77.0
7700,Node4,0,0,0,0,0,0,0,2,-0.0,-136.0
7700,Node5,1,1,2,0,1,2,7,2,-7.0,-271.0
7700,Node6,1,0,1,0,0,0,2,2,-2.0,-130.0
7700,Node8,0,0,2,0,0,1,3,2,-3.0,-101.0
7700,Node9,2,0,1,0,0,0,3,2,-3.0,-147.0
7700,Node10,0,0,0,0,0,0,0,2,-0.0,-91.0
7800,Node1,1,0,0,1,1,0,3,2,-3.0,-78.0
7800,Node2,0,0,0,0,0,0,0,2,-0.0,-160.0
7800,Node3,0,0,0,1,0,0,1,2,-1.0,-78.0
7800,Node4,0,0,0,0,0,0,0,2,-0.0,-136.0
7800,Node5,0,0,2,1,0,2,5,2,-5.0,-276.0
7800,Node6,0,0,1,0,0,0,1,2,-1.0,-131.0
7800,Node8,0,0,0,0,0,1,1,2,-1.0,-102.0
7800,Node9,0,0,1,0,0,0,1,2,-1.0,-148.0
7800,Node10,1,0,0,1,0,0,2,2,-2.0,-93.0
7900,Node1,0,0,0,1,1,1,3,2,-3.0,-81.0
7900,Node2,0,0,0,0,0,0,0,2,-0.0,-160.0
7900,Node3,0,0,0,0,0,0,0,2,-0.0,-78.0
7900,Node4,0,0,0,0,0,0,0,2,-0.0,-136.0
7900,Node5,0,0,2,2,2,2,8,2,-8.0,-284.0
7900,Node6,0,0,0,0,0,0,0,2,-0.0,-131.0
7900,Node8,0,0,0,0,1,2,3,2,-3.0,-105.0
7900,Node9,0,0,1,0,1,0,2,2,-2.0,-150.0
7900,Node10,0,0,0,0,0,0,0,2,-0.0,-93.0
8000,Node1,0,0,0,2,1,1,4,2,-4.0,-85.0
8000,Node2,0,0,0,1,0,0,1,2,-1.0,-161.0
8000,Node3,0,0,0,0,0,1,1,2,-1.0,-79.0
8000,Node4,1,0,0,0,0,0,1,2,-1.0,-137.0
8000,Node5,0,0,2,2,2,2,8,2,-8.0,-292.0
8000,Node6,0,0,0,0,0,0,0,2,-0.0,-131.0
8000,Node8,0,0,0,1,2,2,5,2,-5.0,-110.0
8000,Node9,0,0,0,1,0,0,1,2,-1.0,-151.0
8000,Node10,0,0,0,2,0,0,2,2,-2.0,-95.0
8100,Node1,0,0,0,2,2,2,6,0,-6.0,-91.0
8100,Node2,0,0,0,0,0,0,0,0,-0.0,-161.0
8100,Node3,0,0,0,0,0,0,0,0,-0.0,-79.0
8100,Node4,0,0,1,0,0,1,2,0,-2.0,-139.0
8100,Node5,0,0,1,2,2,2,7,0,-7.0,-299.0
8100,Node6,0,0,0,0,0,1,1,0,-1.0,-132.0
8100,Node8,0,0,0,2,2,2,6,0,-6.0,-116.0
8100,Node9,0,0,0,1,0,0,1,0,-1.0,-152.0
8100,Node10,0,0,0,2,0,0,2,0,-2.0,-97.0
8200,Node1,1,0,0,0,0,0,1,0,-1.0,-92.0
8200,Node2,0,0,0,0,0,0,0,0,-0.0,-161.0
8200,Node3,0,0,0,0,0,0,0,0,-0.0,-79.0
8200,Node4,0,0,1,0,0,0,1,0,-1.0,-140.0
8200,Node5,0,0,1,1,0,2,4,0,-4.0,-303.0
8200,Node6,0,0,0,0,0,1,1,0,-1.0,-133.0
8200,Node8,0,0,0,0,0,2,2,0,-2.0,-118.0
8200,Node9,0,0,0,0,0,0,0,0,-0.0,-152.0
8200,Node10,1,0,1,0,0,0,2,0,-2.0,-99.0
8300,Node1,0,0,0,0,0,0,0,0,-0.0,-92.0
8300,Node2,2,0,0,0,0,0,2,0,-2.0,-163.0
8300,Node3,1,0,0,0,0,0,1,0,-1.0,-80.0
8300,Node4,0,0,0,0,0,2,2,0,-2.0,-142.0
8300,Node5,1,0,1,0,1,0,3,0,-3.0,-306.0
8300,Node6,1,0,0,0,0,0,1,0,-1.0,-134.0
8300,Node8,0,0,0,0,0,0,0,0,-0.0,-118.0
8300,Node9,1,0,1,0,0,1,3,0,-3.0,-155.0
8300,Node10,1,0,0,0,0,0,1,0,-1.0,-100.0
8400,Node1,0,0,0,0,0,0,0,0,-0.0,-92.0
8400,Node2,2,1,0,0,0,0,3,0,-3.0,-166.0
8400,Node3,1,1,0,0,0,0,2,0,-2.0,-82.0
8400,Node4,0,0,0,0,0,1,1,0,-1.0,-143.0
8400,Node5,1,0,2,0,0,0,3,0,-3.0,-309.0
8400,Node6,2,0,1,0,0,0,3,0,-3.0,-137.0
8400,Node8,1,1,0,0,1,0,3,0,-3.0,-121.0
8400,Node9,0,0,2,0,0,0,2,0,-2.0,-157.0
8400,Node10,0,0,0,0,0,0,0,0,-0.0,-100.0
8500,Node1,1,0,0,0,0,0,1,0,-1.0,-93.0
8500,Node2,2,1,1,0,0,0,4,0,-4.0,-170.0
8500,Node3,1,0,0,0,0,0,1,0,-1.0,-83.0
8500,Node4,0,0,0,0,0,1,1,0,-1.0,-144.0
8500,Node5,1,1,2,1,0,0,5,0,-5.0,-314.0
8500,Node6,2,0,1,1,0,0,4,0,-4.0,-141.0
8500,Node8,1,0,0,0,0,0,1,0,-1.0,-122.0
8500,Node9,0,0,2,0,0,0,2,0,-2.0,-159.0
8500,Node10,1,1,1,0,0,0,3,0,-3.0,-103.0
8600,Node1,1,0,0,0,0,0,1,2,-1.0,-94.0
8600,Node2,2,1,1,0,0,0,4,2,-4.0,-174.0
8600,Node3,2,0,0,0,0,0,2,2,-2.0,-85.0
8600,Node4,0,0,0,0,0,0,0,2,-0.0,-144.0
8600,Node5,1,0,2,0,0,0,3,2,-3.0,-317.0
8600,Node6,1,0,1,0,0,0,2,2,-2.0,-143.0
8600,Node8,0,0,0,0,0,0,0,2,-0.0,-122.0
8600,Node9,0,1,1,0,0,0,2,2,-2.0,-161.0
8600,Node10,1,0,2,0,0,0,3,2,-3.0,-106.0
8700,Node1,0,0,0,0,0,0,0,2,-0.0,-94.0
8700,Node2,1,0,0,0,0,0,1,2,-1.0,-175.0
8700,Node3,0,0,0,1,0,0,1,2,-1.0,-86.0
8700,Node4,0,0,0,0,0,1,1,2,-1.0,-145.0
8700,Node5,0,0,2,0,1,0,3,2,-3.0,-320.0
8700,Node6,0,0,1,1,0,0,2,2,-2.0,-145.0
8700,Node8,0,0,0,0,0,0,0,2,-0.0,-122.0
8700,Node9,0,1,1,1,0,0,3,2,-3.0,-164.0
8700,Node10,0,0,0,0,1,0,1,2,-1.0,-107.0
8800,Node1,0,0,0,0,0,0,0,2,-0.0,-94.0
8800,Node2,0,0,0,0,0,0,0,2,-0.0,-175.0
8800,Node3,1,0,0,1,0,0,2,2,-2.0,-88.0
8800,Node4,0,0,0,0,0,2,2,2,-2.0,-147.0
8800,Node5,0,0,1,2,0,0,3,2,-3.0,-323.0
8800,Node6,1,0,1,1,0,0,3,2,-3.0,-148.0
8800,Node8,0,0,0,0,0,1,1,2,-1.0,-123.0
8800,Node9,1,0,0,0,0,0,1,2,-1.0,-165.0
8800,Node10,0,1,1,1,0,0,3,2,-3.0,-110.0
8900,Node1,0,0,0,0,0,0,0,2,-0.0,-94.0
8900,Node2,0,1,0,0,0,0,1,2,-1.0,-176.0
8900,Node3,0,0,0,2,0,0,2,2,-2.0,-90.0
8900,Node4,0,0,0,1,1,1,3,2,-3.0,-150.0
8900,Node5,1,0,1,1,1,1,5,2,-5.0,-328.0
8900,Node6,0,0,0,1,0,0,1,2,-1.0,-149.0
8900,Node8,0,0,0,1,0,2,3,2,-3.0,-126.0
8900,Node9,0,0,1,0,0,0,1,2,-1.0,-166.0
8900,Node10,0,0,1,2,0,0,3,2,-3.0,-113.0
9000,Node1,1,0,0,0,0,1,2,0,-2.0,-96.0
9000,Node2,0,1,0,0,0,0,1,0,-1.0,-177.0
9000,Node3,0,0,0,2,0,0,2,0,-2.0,-92.0
9000,Node4,0,0,0,1,2,2,5,0,-5.0,-155.0
9000,Node5,0,0,0,2,2,2,6,0,-6.0,-334.0
9000,Node6,0,0,0,2,0,1,3,0,-3.0,-152.0
9000,Node8,0,0,1,0,0,1,2,0,-2.0,-128.0
9000,Node9,0,0,0,0,0,0,0,0,-0.0,-166.0
9000,Node10,0,0,0,2,0,0,2,0,-2.0,-115.0
9100,Node1,0,0,0,0,0,1,1,0,-1.0,-97.0
9100,Node2,0,0,0,0,0,0,0,0,-0.0,-177.0
9100,Node3,0,0,0,0,0,0,0,0,-0.0,-92.0
9100,Node4,0,0,0,0,0,2,2,0,-2.0,-157.0
9100,Node5,1,0,1,2,1,2,7,0,-7.0,-341.0
9100,Node6,0,0,0,0,0,0,0,0,-0.0,-152.0
9100,Node8,1,1,0,0,0,1,3,0,-3.0,-131.0
9100,Node9,1,0,0,0,0,0,1,0,-1.0,-167.0
9100,Node10,0,0,0,1,0,0,1,0,-1.0,-116.0
9200,Node1,1,0,0,0,0,0,1,0,-1.0,-98.0
9200,Node2,1,0,1,0,0,0,2,0,-2.0,-179.0
9200,Node3,1,0,0,0,0,0,1,0,-1.0,-93.0
9200,Node4,1,1,0,0,0,2,4,0,-4.0,-161.0
9200,Node5,1,0,1,0,0,2,4,0,-4.0,-345.0
9200,Node6,0,0,0,1,0,0,1,0,-1.0,-153.0
9200,Node8,1,0,0,0,0,2,3,0,-3.0,-134.0
9200,Node9,0,0,0,1,0,0,1,0,-1.0,-168.0
9200,Node10,0,0,0,0,0,0,0,0,-0.0,-116.0
9300,Node1,0,0,1,0,0,0,1,0,-1.0,-99.0
9300,Node2,2,0,0,1,0,0,3,0,-3.0,-182.0
9300,Node3,2,0,0,0,0,0,2,0,-2.0,-95.0
9300,Node4,0,0,0,0,0,1,1,0,-1.0,-162.0
9300,Node5,0,0,1,0,0,0,1,0,-1.0,-346.0
9300,Node6,0,0,0,0,0,0,0,0,-0.0,-153.0
9300,Node8,2,0,0,0,0,2,4,0,-4.0,-138.0
9300,Node9,0,0,0,1,0,0,1,0,-1.0,-169.0
9300,Node10,0,0,0,0,0,0,0,0,-0.0,-116.0
9400,Node1,0,0,1,0,0,0,1,0,-1.0,-100.0
9400,Node2,2,1,1,0,0,0,4,0,-4.0,-186.0
9400,Node3,2,0,0,0,0,0,2,0,-2.0,-97.0
9400,Node4,0,0,0,0,0,1,1,0,-1.0,-163.0
9400,Node5,0,1,2,0,0,0,3,0,-3.0,-349.0
9400,Node6,0,0,1,0,0,0,1,0,-1.0,-154.0
9400,Node8,2,0,0,0,0,2,4,0,-4.0,-142.0
9400,Node9,0,0,0,0,0,0,0,0,-0.0,-169.0
9400,Node10,0,0,0,0,0,0,0,0,-0.0,-116.0
9500,Node1,1,0,0,0,0,0,1,2,-1.0,-101.0
9500,Node2,2,1,0,0,0,0,3,2,-3.0,-189.0
9500,Node3,1,0,0,0,0,0,1,2,-1.0,-98.0
9500,Node4,0,0,0,0,0,0,0,2,-0.0,-163.0
9500,Node5,0,0,1,0,0,0,1,2,-1.0,-350.0
9500,Node6,0,0,0,0,0,0,0,2,-0.0,-154.0
9500,Node8,2,0,0,0,0,2,4,2,-4.0,-146.0
9500,Node9,0,0,1,0,0,0,1,2,-1.0,-170.0
9500,Node10,0,0,0,0,0,0,0,2,-0.0,-116.0
9600,Node1,0,0,0,0,0,0,0,2,-0.0,-101.0
9600,Node2,1,0,0,0,0,0,1,2,-1.0,-190.0
9600,Node3,1,0,0,0,0,0,1,2,-1.0,-99.0
9600,Node4,0,0,0,0,0,0,0,2,-0.0,-163.0
9600,Node5,0,0,0,2,0,0,2,2,-2.0,-352.0
9600,Node6,0,0,1,1,1,0,3,2,-3.0,-157.0
9600,Node8,0,0,0,0,0,2,2,2,-2.0,-148.0
9600,Node9,0,0,2,0,0,0,2,2,-2.0,-172.0
9600,Node10,1,0,0,0,0,0,1,2,-1.0,-117.0
9700,Node1,0,0,0,0,0,0,0,2,-0.0,-101.0
9700,Node2,1,0,0,0,0,0,1,2,-1.0,-191.0
9700,Node3,0,0,0,0,0,0,0,2,-0.0,-99.0
9700,Node4,0,0,0,0,0,1,1,2,-1.0,-164.0
9700,Node5,0,0,1,2,0,0,3,2,-3.0,-355.0
9700,Node6,0,0,1,1,1,1,4,2,-4.0,-161.0
9700,Node8,1,0,0,0,0,2,3,2,-3.0,-151.0
9700,Node9,0,0,1,0,0,0,1,2,-1.0,-173.0
9700,Node10,1,0,0,0,0,0,1,2,-1.0,-118.0
9800,Node1,0,0,0,0,0,0,0,2,-0.0,-101.0
9800,Node2,0,0,0,0,0,0,0,2,-0.0,-191.0
9800,Node3,0,0,0,0,0,0,0,2,-0.0,-99.0
9800,Node4,0,0,0,1,0,2,3,2,-3.0,-167.0
9800,Node5,1,0,0,2,1,0,4,2,-4.0,-359.0
9800,Node6,0,0,2,1,0,0,3,2,-3.0,-164.0
9800,Node8,0,0,0,0,0,2,2,2,-2.0,-153.0
9800,Node9,0,0,0,0,0,0,0,2,-0.0,-173.0
9800,Node10,0,0,0,0,0,1,1,2,-1.0,-119.0
9900,Node1,0,0,0,0,0,0,0,0,-0.0,-101.0
9900,Node2,0,0,0,0,0,0,0,0,-0.0,-191.0
9900,Node3,1,0,0,0,0,0,1,0,-1.0,-100.0
9900,Node4,1,0,0,1,1,2,5,0,-5.0,-172.0
9900,Node5,0,0,0,2,1,1,4,0,-4.0,-363.0
9900,Node6,0,0,0,1,0,1,2,0,-2.0,-166.0
9900,Node8,0,0,0,1,0,2,3,0,-3.0,-156.0
9900,Node9,0,0,1,0,0,1,2,0,-2.0,-175.0
9900,Node10,0,0,0,1,0,0,1,0,-1.0,-120.0
